Date,Close,Open,High,Low,Vol.,Change %
2010-12-02,7712.2,7603.7,7714.8,7603.7,,1.43%
2010-12-03,7751.6,7712.3,7755.8,7692.1,,0.51%
2010-12-06,7740.7,7751.6,7754.6,7714.9,,-0.14%
2010-12-07,7739.6,7740.8,7825.8,7736.8,,-0.01%
2010-12-08,7750.3,7739.6,7773.8,7702.9,,0.14%
2010-12-09,7782.1,7750.3,7793.9,7744.3,,0.41%
2010-12-10,7823.3,7782.1,7825.2,7770.7,,0.53%
2010-12-13,7850.0,7823.3,7887.1,7823.3,,0.34%
2010-12-14,7855.2,7850.0,7890.4,7833.5,,0.07%
2010-12-15,7798.8,7855.2,7865.4,7788.6,,-0.72%
2010-12-16,7840.2,7798.2,7842.3,7780.7,,0.53%
2010-12-20,7847.0,7835.3,7865.8,7817.7,,0.15%
2010-12-21,7906.1,7847.0,7912.8,7847.0,,0.75%
2010-12-22,7931.8,7906.1,7934.9,7906.1,,0.33%
2010-12-23,7925.4,7931.8,7932.9,7911.9,,-0.08%
2010-12-27,7920.9,7925.4,7925.4,7886.0,,-0.06%
2010-12-28,7931.7,7920.9,7939.8,7916.0,,0.14%
2010-12-29,7961.5,7931.7,7976.5,7931.7,,0.38%
2010-12-30,7951.9,7961.5,7975.0,7939.1,,-0.12%
2010-12-31,7964.0,7951.9,7982.6,7938.1,,0.15%
2011-01-03,8044.0,7964.0,8071.4,7964.0,,1.00%
2011-01-04,8022.2,8044.0,8062.6,7969.1,,-0.27%
2011-01-05,8040.0,8022.2,8044.4,7970.2,,0.22%
2011-01-06,8000.9,8040.0,8049.6,7984.0,,-0.49%
2011-01-07,7980.3,8000.9,8021.9,7921.1,,-0.26%
2011-01-10,7966.1,7980.3,7980.3,7909.3,,-0.18%
2011-01-11,8018.7,7966.1,8031.5,7966.1,,0.66%
2011-01-12,8123.0,8018.8,8126.8,8018.8,,1.30%
2011-01-13,8119.4,8123.0,8148.9,8101.5,,-0.04%
2011-01-14,8174.1,8119.4,8174.1,8095.7,,0.67%
2011-01-18,8190.9,8174.1,8194.7,8165.6,,0.21%
2011-01-19,8104.9,8190.9,8200.2,8088.9,,-1.05%
2011-01-20,8076.7,8104.9,8104.9,8015.2,,-0.35%
2011-01-21,8105.8,8076.7,8151.7,8076.7,,0.36%
2011-01-24,8157.4,8105.7,8163.0,8097.9,,0.64%
2011-01-25,8141.1,8157.4,8157.4,8081.3,,-0.20%
2011-01-27,8207.1,8193.6,8222.5,8176.4,,0.16%
2011-01-28,8062.6,8207.1,8210.2,8055.2,,-1.76%
2011-01-31,8139.2,8062.6,8149.0,8062.6,,0.95%
2011-02-01,8290.1,8139.2,8296.0,8139.2,,1.85%
2011-02-02,8272.6,8290.1,8300.8,8262.2,,-0.21%
2011-02-03,8289.0,8272.6,8295.7,8206.4,,0.20%
2011-02-04,8288.5,8289.1,8289.1,8236.9,,-0.01%
2011-02-07,8336.6,8288.5,8356.7,8288.5,,0.58%
2011-02-08,8379.9,8336.6,8380.7,8322.0,,0.52%
2011-02-09,8344.0,8379.9,8379.9,8308.2,,-0.43%
2011-02-10,8337.1,8343.9,8345.1,8269.0,,-0.08%
2011-02-11,8374.9,8337.1,8386.4,8292.9,,0.45%
2011-02-14,8405.1,8374.9,8409.9,8368.7,,0.36%
2011-02-15,8383.7,8405.1,8405.1,8367.4,,-0.25%
2011-02-16,8453.8,8383.8,8457.9,8383.8,,0.84%
2011-02-17,8497.4,8453.8,8503.8,8435.1,,0.52%
2011-02-18,8507.9,8497.4,8520.3,8483.1,,0.12%
2011-02-22,8325.9,8507.9,8507.9,8307.4,,-2.14%
2011-02-23,8292.9,8325.9,8351.2,8242.1,,-0.40%
2011-02-24,8276.3,8292.9,8318.5,8212.7,,-0.20%
2011-02-25,8378.0,8276.4,8378.3,8276.4,,1.23%
2011-02-28,8438.5,8378.1,8447.9,8378.1,,0.72%
2011-03-01,8315.9,8438.5,8466.0,8314.7,,-1.45%
2011-03-03,8465.5,8338.8,8470.4,8338.8,,1.52%
2011-03-04,8413.0,8465.5,8467.7,8361.9,,-0.62%
2011-03-07,8337.0,8413.0,8455.5,8305.7,,-0.90%
2011-03-08,8394.0,8337.0,8417.1,8301.6,,0.68%
2011-03-09,8379.4,8394.0,8400.4,8341.6,,-0.17%
2011-03-10,8200.1,8379.4,8379.4,8195.9,,-2.14%
2011-03-11,8248.5,8200.1,8270.7,8164.4,,0.59%
2011-03-14,8194.0,8248.5,8248.5,8124.0,,-0.66%
2011-03-15,8092.1,8194.0,8194.0,7933.8,,-1.24%
2011-03-16,7929.9,8092.1,8092.1,7873.3,,-2.00%
2011-03-17,8064.9,7929.9,8091.7,7929.9,,1.70%
2011-03-18,8116.4,8064.9,8161.2,8064.9,,0.64%
2011-03-21,8256.4,8116.4,8260.4,8116.4,,1.72%
2011-03-22,8228.4,8256.4,8265.7,8220.8,,-0.34%
2011-03-23,8248.8,8228.4,8266.2,8171.3,,0.25%
2011-03-24,8311.6,8248.8,8321.8,8241.7,,0.76%
2011-03-25,8321.8,8311.6,8359.3,8301.4,,0.12%
2011-03-28,8296.5,8321.8,8358.0,8296.5,,-0.30%
2011-03-29,8345.4,8296.5,8345.4,8259.0,,0.59%
2011-03-30,8416.7,8345.4,8432.2,8345.4,,0.85%
2011-03-31,8405.0,8416.7,8429.3,8395.9,,-0.14%
2011-04-01,8469.3,8405.0,8492.9,8405.0,,0.77%
2011-04-04,8482.4,8469.3,8503.8,8460.6,,0.15%
2011-04-05,8488.4,8482.4,8514.7,8453.5,,0.07%
2011-04-06,8508.2,8488.4,8530.7,8484.4,,0.23%
2011-04-07,8489.3,8508.2,8528.2,8454.6,,-0.22%
2011-04-08,8483.9,8489.3,8545.8,8451.1,,-0.06%
2011-04-11,8445.8,8483.9,8515.1,8422.9,,-0.45%
2011-04-13,8367.3,8360.5,8420.2,8338.7,,0.08%
2011-04-15,8400.3,8374.2,8416.2,8356.1,,0.31%
2011-04-18,8277.1,8400.3,8400.3,8205.8,,-1.47%
2011-04-19,8332.0,8277.1,8332.5,8277.1,,0.66%
2011-04-20,8457.6,8332.0,8473.1,8332.0,,1.51%
2011-04-21,8504.4,8457.6,8504.4,8457.6,,0.55%
2011-04-25,8485.2,8504.4,8506.0,8459.7,,-0.23%
2011-04-26,8555.0,8485.2,8564.2,8485.2,,0.82%
2011-04-27,8609.3,8555.0,8619.5,8521.4,,0.63%
2011-04-28,8639.7,8609.3,8646.8,8596.3,,0.35%
2011-04-29,8671.4,8639.7,8678.1,8631.3,,0.37%
2011-05-02,8649.6,8671.4,8718.2,8634.3,,-0.25%
2011-05-03,8584.7,8649.6,8649.6,8539.7,,-0.75%
2011-05-04,8506.6,8584.7,8584.7,8471.5,,-0.91%
2011-05-05,8397.4,8506.6,8506.6,8358.1,,-1.28%
2011-05-06,8425.9,8397.4,8524.3,8389.9,,0.34%
2011-05-09,8478.2,8397.4,8491.6,8397.4,,0.62%
2011-05-10,8550.5,8478.2,8563.1,8478.2,,0.85%
2011-05-11,8428.1,8550.5,8550.5,8395.8,,-1.43%
2011-05-12,8456.2,8428.1,8475.9,8350.5,,0.33%
2011-05-13,8371.7,8456.2,8462.5,8335.1,,-1.00%
2011-05-16,8336.6,8371.7,8425.6,8325.5,,-0.42%
2011-05-17,8333.1,8336.6,8341.8,8262.4,,-0.04%
2011-05-18,8407.5,8333.1,8414.3,8317.4,,0.89%
2011-05-19,8428.0,8407.5,8448.3,8378.3,,0.24%
2011-05-20,8357.5,8428.0,8428.0,8328.5,,-0.84%
2011-05-23,8236.5,8357.5,8357.5,8208.7,,-1.45%
2011-05-24,8252.5,8236.5,8299.4,8232.9,,0.19%
2011-05-25,8295.4,8252.5,8324.1,8226.2,,0.52%
2011-05-26,8341.7,8295.4,8354.4,8262.3,,0.56%
2011-05-27,8386.3,8341.7,8411.1,8341.7,,0.53%
2011-05-31,8477.3,8386.3,8487.7,8386.3,,1.09%
2011-06-01,8281.6,8477.3,8477.3,8275.6,,-2.31%
2011-06-02,8277.8,8281.6,8313.2,8222.0,,-0.05%
2011-06-03,8222.1,8277.8,8277.8,8180.0,,-0.67%
2011-06-06,8115.9,8222.1,8222.1,8106.5,,-1.29%
2011-06-07,8131.7,8115.9,8199.5,8115.9,,0.19%
2011-06-08,8081.4,8131.7,8132.8,8068.2,,-0.62%
2011-06-09,8149.6,8081.4,8178.0,8081.4,,0.84%
2011-06-10,8016.4,8149.6,8149.6,7995.1,,-1.63%
2011-06-13,8017.1,8016.4,8061.2,7973.5,,0.01%
2011-06-14,8132.8,8017.1,8160.2,8017.1,,1.44%
2011-06-15,7967.8,8132.8,8132.8,7944.3,,-2.03%
2011-06-16,7963.6,7967.8,8004.2,7901.1,,-0.05%
2011-06-17,8000.1,7963.6,8048.6,7963.6,,0.46%
2011-06-20,8032.2,8000.1,8042.5,7970.3,,0.40%
2011-06-21,8156.3,8032.2,8169.7,8032.2,,1.55%
2011-06-22,8101.8,8156.3,8177.0,8099.9,,-0.67%
2011-06-23,8054.1,8101.8,8101.8,7927.1,,-0.59%
2011-06-24,7974.7,8054.1,8062.1,7966.7,,-0.99%
2011-06-27,8031.1,7974.7,8056.5,7959.2,,0.71%
2011-06-28,8136.0,8031.1,8136.1,8031.1,,1.31%
2011-06-29,8228.5,8136.0,8239.4,8136.0,,1.14%
2011-06-30,8319.1,8228.5,8327.7,8228.5,,1.10%
2011-07-01,8425.5,8319.1,8433.6,8299.4,,1.28%
2011-07-05,8404.6,8425.5,8430.6,8387.9,,-0.25%
2011-07-06,8396.5,8404.6,8407.0,8342.2,,-0.10%
2011-07-07,8476.1,8396.5,8496.4,8396.5,,0.95%
2011-07-08,8410.2,8476.1,8476.1,8350.3,,-0.78%
2011-07-11,8228.7,8410.2,8410.2,8211.2,,-2.16%
2011-07-12,8192.8,8228.7,8273.4,8191.1,,-0.44%
2011-07-13,8246.8,8192.8,8328.2,8192.8,,0.66%
2011-07-14,8191.1,8246.8,8302.7,8175.2,,-0.68%
2011-07-15,8227.0,8191.1,8237.5,8178.0,,0.44%
2011-07-18,8135.5,8227.0,8227.0,8081.5,,-1.11%
2011-07-19,8254.4,8135.5,8260.3,8135.5,,1.46%
2011-07-20,8281.8,8254.4,8301.8,8135.5,,0.33%
2011-07-21,8411.5,8281.8,8423.0,8254.4,,1.57%
2011-07-22,8408.2,8411.5,8418.0,8364.6,,-0.04%
2011-07-25,8357.6,8408.2,8408.2,8325.6,,-0.60%
2011-07-26,8331.7,8357.6,8371.8,8315.7,,-0.31%
2011-07-27,8153.2,8331.7,8331.7,8144.9,,-2.14%
2011-07-28,8124.0,8153.2,8213.0,8114.6,,-0.36%
2011-07-29,8079.4,8124.0,8153.2,8011.4,,-0.55%
2011-08-01,8040.9,8079.4,8172.3,7972.9,,-0.48%
2011-08-02,7832.0,8040.9,8079.4,7831.1,,-2.60%
2011-08-03,7853.2,7832.0,8040.9,7698.9,,0.27%
2011-08-04,7428.4,7853.2,7853.2,7422.9,,-5.41%
2011-08-05,7419.1,7428.4,7853.2,7218.8,,-0.13%
2011-08-08,6896.0,7419.1,7428.4,6891.0,,-7.05%
2011-08-09,7258.0,6896.0,7419.1,6827.1,,5.25%
2011-08-10,6938.2,7258.0,7258.0,6896.0,,-4.41%
2011-08-11,7257.6,6938.2,7336.4,6938.2,,4.60%
2011-08-12,7303.9,7257.6,7363.9,6938.2,,0.64%
2011-08-16,7394.5,7482.7,7482.7,7303.9,,-1.18%
2011-08-17,7418.9,7394.5,7507.0,7368.4,,0.33%
2011-08-18,7079.4,7418.9,7418.9,7024.2,,-4.58%
2011-08-19,6970.1,7079.4,7159.6,6962.6,,-1.54%
2011-08-22,6980.6,6970.1,7124.8,6967.5,,0.15%
2011-08-23,7209.6,6980.6,7209.6,6970.1,,3.28%
2011-08-24,7273.1,6980.6,7277.6,6980.6,,0.88%
2011-08-25,7149.7,7273.1,7342.0,7128.7,,-1.70%
2011-08-26,7245.8,7273.1,7273.1,7002.8,,1.34%
2011-08-29,7450.3,7149.7,7450.6,7149.7,,2.82%
2011-08-30,7464.0,7450.3,7503.2,7354.1,,0.18%
2011-09-02,7250.7,7528.4,7528.4,7229.4,,-2.59%
2011-09-06,7148.1,7443.5,7443.5,7005.4,,-1.42%
2011-09-07,7355.2,7148.1,7355.2,7148.1,,2.90%
2011-09-08,7257.4,7148.1,7371.3,7148.1,,-1.33%
2011-09-09,7045.0,7355.2,7355.2,7012.6,,-2.93%
2011-09-12,7047.1,7257.4,7257.4,6894.7,,0.03%
2011-09-13,7109.9,7045.0,7131.3,7010.8,,0.89%
2011-09-14,7199.1,7047.1,7273.1,7033.5,,1.25%
2011-09-15,7329.1,7109.9,7329.1,7109.9,,1.81%
2011-09-16,7348.2,7199.1,7385.1,7199.1,,0.26%
2011-09-19,7234.6,7329.1,7348.2,7146.5,,-1.55%
2011-09-20,7217.5,7348.2,7348.2,7206.7,,-0.24%
2011-09-21,6981.3,7217.1,7227.1,6979.3,,-3.27%
2011-09-22,6726.6,7217.1,7217.1,6641.3,,-3.65%
2011-09-23,6770.7,6981.3,6981.3,6676.4,,0.66%
2011-09-26,6940.8,6770.7,6945.7,6733.3,,2.51%
2011-09-27,7043.1,6940.8,7169.1,6940.8,,1.47%
2011-09-28,6876.9,7043.1,7094.4,6873.7,,-2.36%
2011-09-29,6974.9,6876.9,7051.4,6853.9,,1.43%
2011-09-30,6791.6,6974.9,6974.9,6791.6,,-2.63%
2011-10-03,6574.3,6791.6,6819.1,6570.5,,-3.20%
2011-10-04,6723.0,6574.3,6727.1,6414.9,,2.26%
2011-10-05,6844.2,6723.0,6856.9,6674.3,,1.80%
2011-10-07,6925.8,6997.6,7046.1,6723.0,,-1.03%
2011-10-10,7173.4,6925.8,7173.4,6844.2,,3.58%
2011-10-11,7161.3,7173.4,7178.5,7103.0,,-0.17%
2011-10-12,7263.7,7161.3,7337.3,7161.3,,1.43%
2011-10-13,7229.1,7263.7,7263.7,7140.0,,-0.48%
2011-10-14,7350.5,7229.1,7351.9,7229.1,,1.68%
2011-10-17,7188.7,7350.5,7350.5,7178.2,,-2.20%
2011-10-18,7341.7,7188.7,7385.9,7120.4,,2.13%
2011-10-19,7240.3,7341.7,7365.7,7220.7,,-1.38%
2011-10-20,7273.9,7240.3,7291.4,7157.2,,0.46%
2011-10-21,7431.1,7273.9,7431.6,7273.9,,2.16%
2011-10-24,7547.6,7431.1,7556.0,7431.1,,1.57%
2011-10-25,7400.8,7547.6,7547.6,7389.1,,-1.94%
2011-10-26,7506.1,7400.8,7528.6,7369.2,,1.42%
2011-10-28,7803.9,7814.0,7814.5,7756.7,,-0.13%
2011-10-31,7565.0,7803.9,7803.9,7562.8,,-3.06%
2011-11-01,7337.1,7565.0,7565.0,7303.8,,-3.01%
2011-11-02,7461.2,7337.1,7491.0,7337.1,,1.69%
2011-11-03,7605.1,7461.2,7616.8,7437.4,,1.93%
2011-11-04,7552.2,7605.1,7605.1,7457.8,,-0.70%
2011-11-08,7671.9,7590.4,7681.2,7546.5,,1.07%
2011-11-09,7353.4,7671.9,7671.9,7344.6,,-4.15%
2011-11-11,7576.2,7423.7,7599.2,7423.7,,2.05%
2011-11-14,7493.3,7576.2,7576.2,7459.5,,-1.09%
2011-11-15,7509.1,7493.3,7547.4,7432.3,,0.21%
2011-11-16,7392.0,7509.1,7525.9,7387.3,,-1.56%
2011-11-17,7274.1,7392.0,7412.2,7237.7,,-1.59%
2011-11-18,7282.5,7274.1,7329.3,7256.3,,0.12%
2011-11-21,7134.5,7282.5,7282.5,7075.0,,-2.03%
2011-11-22,7094.9,7134.5,7149.2,7062.1,,-0.56%
2011-11-23,6919.9,7094.9,7094.9,6919.8,,-2.47%
2011-11-25,6898.2,6919.9,6981.8,6898.1,,-0.31%
2011-11-28,7120.6,6898.2,7156.7,6898.2,,3.22%
2011-11-29,7149.7,7120.6,7192.0,7118.3,,0.41%
2011-11-30,7484.5,7149.7,7485.6,7149.7,,4.68%
2011-12-01,7450.4,7484.5,7509.3,7430.0,,-0.46%
2011-12-02,7453.6,7450.4,7550.3,7446.4,,0.04%
2011-12-05,7531.0,7453.6,7596.1,7453.6,,1.04%
2011-12-07,7559.7,7539.3,7591.2,7457.5,,0.27%
2011-12-08,7369.5,7559.7,7559.7,7353.4,,-2.52%
2011-12-09,7502.9,7369.5,7520.0,7369.5,,1.81%
2011-12-12,7363.5,7502.9,7502.9,7308.5,,-1.86%
2011-12-13,7277.6,7363.5,7441.8,7236.9,,-1.17%
2011-12-14,7184.8,7277.6,7277.6,7171.7,,-1.28%
2011-12-15,7217.1,7184.8,7273.9,7184.8,,0.45%
2011-12-16,7237.7,7217.1,7294.7,7203.2,,0.29%
2011-12-19,7142.4,7237.7,7237.7,7129.8,,-1.32%
2011-12-20,7361.0,7142.4,7370.4,7142.4,,3.06%
2011-12-21,7388.5,7361.0,7397.2,7306.2,,0.37%
2011-12-22,7460.8,7388.5,7468.3,7388.5,,0.98%
2011-12-23,7518.7,7460.8,7518.9,7460.8,,0.78%
2011-12-27,7508.4,7518.7,7529.2,7494.6,,-0.14%
2011-12-28,7397.0,7508.4,7508.4,7393.1,,-1.48%
2011-12-29,7485.6,7397.0,7490.2,7397.0,,1.20%
2011-12-30,7477.0,7485.6,7506.7,7475.9,,-0.11%
2012-01-03,7624.3,7477.0,7660.0,7459.4,,1.97%
2012-01-04,7612.1,7624.3,7624.3,7560.0,,-0.16%
2012-01-05,7600.0,7612.1,7613.6,7512.6,,-0.16%
2012-01-06,7557.7,7600.0,7601.5,7535.6,,-0.56%
2012-01-09,7584.7,7557.7,7588.9,7539.3,,0.36%
2012-01-10,7668.9,7584.7,7688.2,7584.7,,1.11%
2012-01-11,7662.0,7668.9,7668.9,7615.9,,-0.09%
2012-01-12,7681.3,7662.0,7691.1,7622.5,,0.25%
2012-01-13,7632.0,7681.3,7681.3,7555.1,,-0.64%
2012-01-17,7670.5,7632.0,7723.5,7632.0,,0.50%
2012-01-18,7766.9,7670.5,7766.9,7662.4,,1.26%
2012-01-19,7819.4,7766.9,7824.1,7766.9,,0.68%
2012-01-20,7829.3,7819.4,7829.4,7793.0,,0.13%
2012-01-23,7855.5,7829.3,7885.6,7819.5,,0.33%
2012-01-24,7840.6,7843.9,7843.9,7778.7,,-0.19%
2012-01-25,7914.8,7829.2,7926.3,7765.0,,0.95%
2012-01-27,7876.6,7883.9,7897.3,7850.1,,-0.09%
2012-01-30,7834.4,7876.6,7876.6,7766.0,,-0.54%
2012-01-31,7838.5,7834.4,7894.9,7801.3,,0.05%
2012-02-01,7931.4,7838.5,7968.1,7838.5,,1.19%
2012-02-02,7945.4,7931.4,7967.8,7920.4,,0.18%
2012-02-03,8060.4,7945.4,8061.9,7945.4,,1.45%
2012-02-06,8048.0,8060.4,8060.4,8007.9,,-0.15%
2012-02-07,8069.7,8048.0,8081.6,7998.0,,0.27%
2012-02-08,8083.0,8069.7,8100.2,8038.0,,0.16%
2012-02-09,8081.2,8083.0,8107.2,8045.6,,-0.02%
2012-02-10,7992.0,8081.2,8081.2,7964.4,,-1.10%
2012-02-13,8056.2,7992.0,8065.4,7992.0,,0.80%
2012-02-14,8029.6,8056.2,8056.2,7974.2,,-0.33%
2012-02-15,7998.6,8029.6,8059.3,7982.9,,-0.39%
2012-02-16,8092.2,7998.6,8095.4,7981.9,,1.17%
2012-02-17,8114.5,8092.2,8129.4,8091.6,,0.28%
2012-02-21,8115.4,8114.8,8150.6,8095.6,,0.01%
2012-02-22,8094.4,8102.4,8114.7,8077.1,,-0.26%
2012-02-23,8136.2,8092.6,8139.1,8062.8,,0.52%
2012-02-24,8152.0,8151.5,8176.3,8139.9,,0.19%
2012-02-27,8143.6,8100.6,8164.7,8066.0,,-0.10%
2012-02-28,8171.6,8149.1,8182.0,8132.1,,0.34%
2012-02-29,8113.2,8182.2,8210.3,8106.0,,-0.71%
2012-03-01,8175.1,8136.1,8189.3,8136.1,,0.76%
2012-03-02,8125.2,8157.7,8161.4,8105.6,,-0.61%
2012-03-05,8091.3,8109.5,8109.5,8057.5,,-0.42%
2012-03-06,7920.1,8000.4,8000.4,7898.6,,-2.12%
2012-03-07,7979.8,7936.4,7992.5,7925.7,,0.75%
2012-03-09,8102.1,8087.9,8133.6,8076.0,,0.24%
2012-03-12,8086.3,8102.1,8105.2,8062.1,,-0.20%
2012-03-13,8234.5,8086.3,8235.0,8086.3,,1.83%
2012-03-14,8185.3,8223.8,8235.3,8163.7,,-0.60%
2012-03-15,8246.7,8194.8,8246.7,8176.8,,0.75%
2012-03-16,8270.4,8265.4,8281.4,8256.1,,0.29%
2012-03-19,8297.5,8262.3,8327.7,8257.7,,0.33%
2012-03-20,8241.3,8247.1,8252.0,8198.0,,-0.68%
2012-03-21,8219.3,8241.6,8246.9,8199.0,,-0.27%
2012-03-22,8141.3,8154.2,8161.5,8115.3,,-0.95%
2012-03-23,8180.1,8139.3,8188.0,8102.1,,0.48%
2012-03-26,8288.8,8228.2,8288.8,8228.2,,1.33%
2012-03-27,8239.4,8289.6,8296.7,8237.5,,-0.60%
2012-03-28,8188.4,8234.8,8239.9,8138.2,,-0.62%
2012-03-29,8166.4,8137.9,8171.9,8083.1,,-0.27%
2012-03-30,8206.9,8201.3,8221.0,8161.0,,0.50%
2012-04-02,8280.8,8206.9,8305.7,8182.1,,0.90%
2012-04-03,8216.5,8264.2,8264.6,8168.9,,-0.78%
2012-04-04,8106.8,8135.2,8138.5,8078.8,,-1.34%
2012-04-09,7992.3,7998.8,8019.6,7969.3,,-1.10%
2012-04-10,7841.9,7970.0,7988.3,7835.3,,-1.88%
2012-04-11,7912.9,7917.2,7946.5,7903.8,,0.91%
2012-04-12,8040.0,7927.6,8043.8,7925.4,,1.61%
2012-04-13,7931.1,8013.0,8013.0,7929.9,,-1.35%
2012-04-16,7949.6,7970.3,7994.3,7916.4,,0.23%
2012-04-17,8064.1,8000.8,8080.6,7992.4,,1.44%
2012-04-18,8030.4,8029.1,8058.1,8013.9,,-0.42%
2012-04-19,7995.9,8035.5,8063.1,7957.2,,-0.43%
2012-04-20,8025.5,8030.2,8063.9,8023.3,,0.37%
2012-04-23,7940.7,7936.4,7945.4,7877.7,,-1.06%
2012-04-24,7988.0,7952.0,8006.7,7949.7,,0.60%
2012-04-25,8070.8,8037.2,8072.5,8029.0,,1.04%
2012-04-26,8123.1,8051.1,8132.1,8041.7,,0.65%
2012-04-27,8151.9,8143.5,8164.1,8107.7,,0.35%
2012-04-30,8119.1,8132.9,8134.0,8093.9,,-0.40%
2012-05-02,8124.3,8164.0,8164.0,8074.6,,-0.49%
2012-05-03,8049.9,8123.0,8126.3,8035.1,,-0.92%
2012-05-04,7933.3,8030.0,8030.0,7921.0,,-1.45%
2012-05-07,7948.8,7907.6,7964.2,7905.2,,0.20%
2012-05-08,7887.3,7901.1,7901.1,7800.9,,-0.77%
2012-05-09,7820.3,7802.5,7871.6,7749.4,,-0.85%
2012-05-10,7852.8,7871.8,7902.2,7838.2,,0.42%
2012-05-11,7815.9,7799.6,7886.6,7787.6,,-0.47%
2012-05-14,7705.4,7739.4,7754.3,7699.6,,-1.41%
2012-05-15,7635.8,7696.0,7714.8,7621.6,,-0.90%
2012-05-16,7592.8,7656.8,7701.7,7592.8,,-0.56%
2012-05-17,7480.4,7588.2,7595.7,7480.4,,-1.48%
2012-05-18,7427.7,7503.8,7521.1,7409.0,,-0.70%
2012-05-21,7543.0,7443.9,7543.6,7438.7,,1.55%
2012-05-22,7542.6,7555.3,7616.5,7507.0,,-0.01%
2012-05-23,7540.9,7492.9,7547.1,7404.9,,-0.02%
2012-05-24,7552.4,7558.8,7573.4,7487.7,,0.15%
2012-05-25,7534.3,7543.3,7567.4,7514.4,,-0.24%
2012-05-29,7615.0,7583.4,7634.6,7565.9,,1.07%
2012-05-30,7471.4,7543.4,7543.4,7463.7,,-1.89%
2012-05-31,7464.0,7477.7,7512.5,7387.4,,-0.10%
2012-06-01,7292.2,7368.4,7368.4,7286.8,,-2.30%
2012-06-04,7285.5,7302.8,7320.6,7222.9,,-0.09%
2012-06-05,7338.6,7270.4,7347.7,7264.8,,0.73%
2012-06-06,7517.5,7389.9,7517.5,7389.9,,2.44%
2012-06-07,7519.8,7584.1,7614.9,7509.2,,0.03%
2012-06-08,7553.8,7480.0,7554.6,7451.4,,0.45%
2012-06-11,7459.3,7609.3,7623.9,7454.2,,-1.25%
2012-06-12,7557.8,7459.3,7558.7,7456.9,,1.32%
2012-06-13,7506.4,7533.6,7577.7,7483.4,,-0.68%
2012-06-14,7582.8,7515.9,7608.3,7499.8,,1.02%
2012-06-15,7664.3,7613.0,7666.0,7604.2,,1.07%
2012-06-18,7662.3,7630.8,7680.5,7606.8,,-0.03%
2012-06-19,7766.3,7704.1,7797.5,7703.6,,1.36%
2012-06-20,7757.9,7770.3,7800.6,7706.1,,-0.11%
2012-06-21,7566.1,7754.3,7765.7,7560.5,,-2.47%
2012-06-22,7616.6,7609.9,7632.9,7578.7,,0.67%
2012-06-25,7491.9,7540.2,7540.2,7465.7,,-1.64%
2012-06-26,7527.1,7502.5,7548.5,7464.2,,0.47%
2012-06-27,7598.1,7546.8,7610.4,7539.0,,0.94%
2012-06-28,7597.5,7544.2,7599.0,7500.0,,-0.01%
2012-06-29,7801.8,7730.0,7801.8,7730.0,,2.69%
2012-07-02,7832.2,7810.8,7832.2,7768.4,,0.39%
2012-07-03,7901.7,7838.7,7905.8,7834.8,,0.89%
2012-07-05,7837.8,7855.1,7869.2,7809.4,,-0.81%
2012-07-06,7756.6,7768.6,7768.6,7723.0,,-1.04%
2012-07-09,7736.3,7742.0,7747.1,7700.0,,-0.26%
2012-07-10,7667.6,7753.7,7786.5,7638.3,,-0.89%
2012-07-11,7685.4,7667.7,7704.8,7643.9,,0.23%
2012-07-12,7638.6,7633.6,7665.2,7578.6,,-0.61%
2012-07-13,7758.7,7654.0,7764.7,7654.0,,1.57%
2012-07-16,7743.0,7741.6,7759.5,7705.7,,-0.20%
2012-07-17,7794.8,7763.1,7799.7,7690.5,,0.67%
2012-07-18,7831.1,7768.5,7846.2,7760.1,,0.47%
2012-07-19,7849.8,7843.5,7871.1,7821.8,,0.24%
2012-07-20,7759.6,7795.4,7795.4,7752.2,,-1.15%
2012-07-23,7670.5,7670.4,7684.5,7596.7,,-1.15%
2012-07-24,7590.6,7667.1,7668.8,7538.2,,-1.04%
2012-07-25,7607.6,7618.1,7639.3,7569.0,,0.22%
2012-07-26,7754.5,7691.8,7770.2,7691.8,,1.93%
2012-07-27,7912.2,7793.0,7933.0,7793.0,,2.03%
2012-07-30,7911.1,7898.0,7939.1,7885.9,,-0.01%
2012-07-31,7863.9,7894.7,7917.4,7863.2,,-0.60%
2012-08-01,7840.8,7891.3,7898.1,7839.7,,-0.29%
2012-08-02,7765.6,7791.5,7823.9,7710.8,,-0.96%
2012-08-03,7939.6,7848.3,7960.1,7848.3,,2.24%
2012-08-06,7964.1,7958.4,7997.4,7958.4,,0.31%
2012-08-07,8017.7,7997.7,8049.6,7997.7,,0.67%
2012-08-08,8018.2,7989.7,8033.4,7984.9,,0.01%
2012-08-09,8025.0,8008.0,8046.4,8003.0,,0.08%
2012-08-10,8044.8,7994.2,8045.6,7973.6,,0.25%
2012-08-13,8018.6,8035.3,8039.4,7985.5,,-0.33%
2012-08-14,8019.5,8042.5,8054.8,8002.0,,0.01%
2012-08-16,8090.0,8031.4,8099.1,8019.0,,0.76%
2012-08-17,8102.1,8099.0,8104.5,8079.4,,0.15%
2012-08-21,8082.7,8117.0,8160.4,8070.3,,-0.14%
2012-08-22,8074.2,8061.2,8086.6,8030.4,,-0.11%
2012-08-23,8011.4,8063.8,8063.8,8001.6,,-0.78%
