Date,BAJFINANCE.NS,HDFCBANK.NS,INFY.NS,ITC.NS,RELIANCE.NS,TCS.NS,WIPRO.NS
2023-02-15,6430.20947265625,1629.1160888671875,1516.6658935546875,362.121337890625,1110.6734619140625,3373.438232421875,199.30612182617188
2023-02-16,6378.04345703125,1623.2152099609375,1521.1767578125,362.45294189453125,1109.8057861328125,3409.27490234375,200.52915954589844
2023-02-17,6357.6337890625,1615.071044921875,1504.082763671875,363.2583312988281,1114.44140625,3354.75390625,198.76797485351562
2023-02-20,6308.787109375,1599.9044189453125,1512.2972412109375,363.8741455078125,1102.658447265625,3341.48291015625,199.1348876953125
2023-02-21,6320.52783203125,1605.90283203125,1499.9991455078125,362.168701171875,1111.655517578125,3306.700439453125,197.03128051757812
2023-02-22,6141.59033203125,1574.399169921875,1483.1900634765625,363.6846618652344,1086.445556640625,3259.318115234375,193.313232421875
2023-02-23,6145.25634765625,1563.71923828125,1472.648681640625,367.2376708984375,1081.2392578125,3271.05615234375,192.72618103027344
2023-02-24,6178.8447265625,1549.7718505859375,1472.601318359375,364.8690185546875,1088.6376953125,3258.264404296875,192.40818786621094
2023-02-27,6137.478515625,1553.62451171875,1433.3326416015625,362.121337890625,1081.39892578125,3192.53271484375,190.9650115966797
2023-02-28,6055.83740234375,1560.1591796875,1412.67724609375,356.9102783203125,1060.7105712890625,3174.32763671875,189.3505859375
2023-03-01,6098.19384765625,1558.6474609375,1420.74951171875,358.80523681640625,1070.4610595703125,3244.131103515625,191.258544921875
2023-03-02,6027.00537109375,1545.3826904296875,1398.052490234375,355.8206787109375,1062.3089599609375,3182.5673828125,189.83981323242188
2023-03-03,6043.89794921875,1576.057373046875,1404.8426513671875,364.7268981933594,1089.4140625,3202.402099609375,191.01394653320312
2023-03-06,6078.3779296875,1587.1763916015625,1431.5755615234375,367.7587890625,1100.0552978515625,3230.8603515625,192.6283416748047
2023-03-08,5941.6484375,1590.34619140625,1417.5679931640625,371.7854919433594,1104.005859375,3248.634521484375,192.0657501220703
2023-03-09,5846.9775390625,1590.492431640625,1405.88720703125,367.1429138183594,1077.471435546875,3197.323486328125,190.84271240234375
2023-03-10,5820.07763671875,1549.479248046875,1397.482666015625,367.61663818359375,1060.779052734375,3191.71826171875,190.35348510742188
2023-03-13,5779.85107421875,1529.8748779296875,1362.8673095703125,363.4951477050781,1043.3331298828125,3144.71923828125,188.56787109375
2023-03-14,5678.7900390625,1525.7783203125,1348.52734375,359.752685546875,1039.42822265625,3080.520751953125,185.632568359375
2023-03-15,5666.1083984375,1503.882080078125,1348.195068359375,359.46844482421875,1021.66259765625,3065.141845703125,183.82247924804688
2023-03-16,5662.4921875,1513.635498046875,1333.4276123046875,361.4107360839844,1016.5703735351562,3051.8232421875,182.40374755859375
2023-03-17,5679.5830078125,1533.873779296875,1349.1920166015625,355.8206787109375,1015.2916870117188,3046.361328125,184.18939208984375
2023-03-20,5499.70361328125,1523.2425537109375,1333.000244140625,358.89996337890625,1005.312744140625,3011.866943359375,179.61521911621094
2023-03-21,5657.5380859375,1540.506103515625,1320.7020263671875,357.1471862792969,1036.573974609375,2976.221923828125,179.24830627441406
2023-03-22,5780.49560546875,1536.9461669921875,1319.3250732421875,357.9051208496094,1039.72509765625,2999.88916015625,179.24830627441406
2023-03-23,5779.35595703125,1524.6080322265625,1305.364990234375,360.6527404785156,1026.572265625,2993.996337890625,176.8511505126953
2023-03-24,5597.248046875,1522.169677734375,1311.157958984375,358.80523681640625,1006.2489013671875,2990.02001953125,176.9734649658203
2023-03-27,5541.56494140625,1528.8018798828125,1319.0400390625,360.2264404296875,1021.890869140625,2991.7451171875,176.72885131835938
2023-03-28,5483.5048828125,1541.237548828125,1308.2613525390625,359.800048828125,1026.6634521484375,2985.61279296875,174.25833129882812
2023-03-29,5573.41943359375,1548.6502685546875,1313.911865234375,362.6424560546875,1020.58935546875,3007.650634765625,175.652587890625
2023-03-31,5565.04736328125,1569.864013671875,1356.0771484375,363.3530578613281,1064.592529296875,3071.84912109375,178.6857147216797
2023-04-03,5662.44189453125,1570.8392333984375,1339.8377685546875,358.9947204589844,1064.775146484375,3066.1962890625,180.006591796875
2023-04-05,5708.26611328125,1612.97412109375,1351.8985595703125,366.1007080078125,1062.2176513671875,3104.33203125,180.88717651367188
2023-04-06,5877.59326171875,1625.263427734375,1350.3316650390625,367.0008239746094,1069.3421630859375,3086.030517578125,179.37060546875
2023-04-10,5775.14501953125,1617.55810546875,1355.744873046875,368.1376953125,1061.7608642578125,3126.944580078125,182.62388610839844
2023-04-11,5784.0126953125,1622.2886962890625,1335.3743896484375,375.1963195800781,1067.012939453125,3079.41845703125,181.1317901611328
2023-04-12,5803.0361328125,1643.3560791015625,1356.4095458984375,372.87506103515625,1071.717041015625,3106.10400390625,182.06129455566406
2023-04-13,5850.09912109375,1650.7198486328125,1319.2774658203125,374.8174133300781,1075.7587890625,3055.5126953125,180.1778106689453
2023-04-17,5906.57421875,1625.55615234375,1194.9661865234375,379.12835693359375,1081.21630859375,3008.2255859375,176.77777099609375
2023-04-18,5861.19580078125,1618.679931640625,1195.96337890625,377.5650329589844,1068.8397216796875,2999.841796875,179.9821319580078
2023-04-19,5893.00048828125,1624.62939453125,1170.1796875,377.8019104003906,1074.160400390625,2960.412109375,176.50869750976562
2023-04-20,5858.27294921875,1630.6766357421875,1161.82275390625,379.2704772949219,1071.4429931640625,2974.9765625,177.51161193847656
2023-04-21,5883.24072265625,1633.3099365234375,1165.573974609375,386.8028259277344,1072.790283203125,3028.68310546875,180.05551147460938
2023-04-24,5879.12890625,1646.5260009765625,1164.5767822265625,387.22918701171875,1076.900634765625,3042.04931640625,184.89874267578125
2023-04-25,6019.32666015625,1623.11767578125,1163.247314453125,389.929443359375,1085.1439208984375,3043.19921875,183.77354431152344
2023-04-26,6000.20458984375,1630.5791015625,1165.763916015625,390.59271240234375,1078.77294921875,3064.42333984375,183.23541259765625
2023-04-27,6142.9775390625,1639.55224609375,1183.522705078125,394.1456604003906,1085.6005859375,3054.64990234375,183.1620330810547
2023-04-28,6222.291015625,1645.989501953125,1189.6954345703125,403.1939392089844,1105.4443359375,3084.640869140625,188.3477020263672
2023-05-02,6191.6259765625,1645.6480712890625,1213.1522216796875,402.15179443359375,1114.82958984375,3084.78466796875,189.986572265625
2023-05-03,6123.35986328125,1651.402587890625,1205.27001953125,404.70989990234375,1105.26171875,3046.9365234375,188.39663696289062
2023-05-04,6331.4267578125,1685.1983642578125,1209.448486328125,402.2939147949219,1118.003662109375,3086.030517578125,187.71173095703125
2023-05-05,6331.03076171875,1585.5670166015625,1195.7257080078125,406.2258605957031,1115.149169921875,3095.6123046875,185.60809326171875
2023-05-08,6596.66259765625,1603.9034423828125,1201.898681640625,408.7840270996094,1128.9188232421875,3114.680419921875,186.07286071777344
2023-05-09,6491.935546875,1603.9521484375,1206.7420654296875,401.535888671875,1132.4124755859375,3145.965087890625,187.02682495117188
2023-05-10,6570.45654296875,1611.36474609375,1199.6669921875,403.0044860839844,1140.1993408203125,3149.366455078125,187.73619079589844
2023-05-11,6602.1123046875,1612.4376220703125,1192.8768310546875,398.3145446777344,1132.7550048828125,3144.91064453125,188.17648315429688
2023-05-12,6652.5927734375,1626.677734375,1182.525390625,398.3619384765625,1134.604736328125,3137.389404296875,187.4915771484375
2023-05-15,6650.51220703125,1634.48046875,1195.0135498046875,405.32574462890625,1136.842529296875,3118.9443359375,188.71461486816406
2023-05-16,6722.14697265625,1625.1085205078125,1200.6640625,401.67803955078125,1120.652587890625,3121.914306640625,189.3016815185547
2023-05-17,6643.3291015625,1616.3775634765625,1184.139892578125,405.13629150390625,1114.0303955078125,3074.5322265625,187.02682495117188
2023-05-18,6726.90234375,1622.83935546875,1183.2852783203125,397.65130615234375,1111.6326904296875,3066.052001953125,187.173583984375
2023-05-19,6721.75048828125,1624.7138671875,1205.0325927734375,397.7934265136719,1115.240478515625,3088.090576171875,188.9347686767578
2023-05-22,6730.51904296875,1618.942626953125,1227.729736328125,402.4360046386719,1121.2005615234375,3160.768798828125,193.6067657470703
2023-05-23,6718.1337890625,1615.1444091796875,1234.61474609375,406.6048583984375,1120.9949951171875,3159.18798828125,194.53627014160156
2023-05-24,6723.484375,1594.0328369140625,1233.28515625,410.726318359375,1114.464111328125,3165.224609375,195.53916931152344
2023-05-25,6778.17626953125,1587.916259765625,1238.6983642578125,417.97442626953125,1114.3271484375,3155.7861328125,192.799560546875
2023-05-26,6840.943359375,1594.0328369140625,1251.1387939453125,420.29571533203125,1144.720703125,3189.705810546875,196.51759338378906
2023-05-29,6868.2392578125,1613.4674072265625,1248.2425537109375,425.5068054199219,1151.16015625,3181.513427734375,195.58807373046875
2023-05-30,6941.310546875,1614.7005615234375,1257.2166748046875,428.8909912109375,1150.86328125,3177.537109375,196.90896606445312
2023-05-31,6925.50732421875,1589.1494140625,1251.9461669921875,424.6965026855469,1128.0052490234375,3151.953857421875,197.4715576171875
2023-06-01,6975.69091796875,1582.3917236328125,1253.0858154296875,419.1673278808594,1124.96826171875,3185.01123046875,199.18382263183594
2023-06-02,6959.244140625,1584.8580322265625,1250.198486328125,422.6945495605469,1121.291748046875,3167.380859375,198.1075439453125
2023-06-05,6978.36669921875,1582.786376953125,1255.4918212890625,420.07293701171875,1131.3621826171875,3151.37841796875,197.7406463623047
2023-06-06,7048.46533203125,1577.853759765625,1230.9498291015625,422.12255859375,1132.3211669921875,3097.1455078125,195.66146850585938
2023-06-07,7014.7783203125,1586.0418701171875,1240.52587890625,423.2188720703125,1140.9072265625,3137.9638671875,197.05572509765625
2023-06-08,6945.5712890625,1587.0283203125,1234.607177734375,422.2178955078125,1141.5921630859375,3101.121337890625,195.4657745361328
2023-06-09,6972.3720703125,1588.90283203125,1218.39013671875,417.9757080078125,1133.5086669921875,3075.107177734375,194.3650360107422
2023-06-12,7032.365234375,1579.23486328125,1243.413330078125,416.5457458496094,1134.513427734375,3111.134765625,193.5334014892578
2023-06-13,7100.77880859375,1581.8984375,1255.8287353515625,424.6011657714844,1151.2742919921875,3108.068603515625,193.50892639160156
2023-06-14,7031.5224609375,1580.1719970703125,1251.5457763671875,423.7431945800781,1165.4320068359375,3115.111328125,193.94921875
2023-06-15,7060.99853515625,1560.7374267578125,1238.4569091796875,427.1750793457031,1165.751708984375,3104.734130859375,190.2801055908203
2023-06-16,7136.8935546875,1581.1585693359375,1243.1246337890625,431.94158935546875,1177.1007080078125,3064.769775390625,186.53759765625
2023-06-19,7318.20947265625,1582.539794921875,1245.3863525390625,432.4182434082031,1165.4091796875,3099.038818359375,185.9750213623047
2023-06-20,7182.07373046875,1585.8446044921875,1254.4332275390625,431.7032470703125,1167.82958984375,3115.739013671875,187.12466430664062
2023-06-21,7139.81640625,1613.5660400390625,1250.5352783203125,426.1741027832031,1171.1180419921875,3145.180419921875,188.59231567382812
2023-06-22,6965.28759765625,1621.458251953125,1233.404052734375,426.74609375,1157.9649658203125,3126.1640625,187.02682495117188
2023-06-23,6925.30908203125,1621.359619140625,1217.4757080078125,423.98150634765625,1148.488525390625,3104.7822265625,185.87718200683594
2023-06-26,6934.2763671875,1613.5167236328125,1222.624755859375,424.88714599609375,1139.7198486328125,3079.008544921875,186.34193420410156
2023-06-27,6954.63671875,1636.2562255859375,1231.09423828125,424.315185546875,1140.130859375,3086.44189453125,187.173583984375
2023-06-28,7024.93408203125,1653.56982421875,1244.7607421875,428.36669921875,1155.224853515625,3103.91357421875,186.73330688476562
2023-06-30,7124.83251953125,1678.4796142578125,1285.3271484375,430.5116271972656,1164.7012939453125,3187.70263671875,190.37796020507812
2023-07-03,7296.37109375,1696.6318359375,1283.5948486328125,441.6176452636719,1194.5924072265625,3158.79150390625,191.57652282714844
2023-07-04,7821.18701171875,1704.9185791015625,1294.61474609375,444.5728454589844,1182.2843017578125,3194.073974609375,193.70462036132812
2023-07-05,7799.59521484375,1650.7581787109375,1296.6839599609375,452.91424560546875,1180.34326171875,3204.78857421875,192.70172119140625
2023-07-06,7727.45703125,1652.435302734375,1293.4117431640625,451.7702941894531,1205.1192626953125,3207.63623046875,193.82693481445312
2023-07-07,7584.27587890625,1638.031982421875,1280.226318359375,446.527099609375,1202.767333984375,3213.765869140625,193.6556854248047
2023-07-10,7495.62109375,1634.1351318359375,1279.2158203125,444.0962219238281,1249.099609375,3158.45361328125,190.7693328857422
2023-07-11,7406.81689453125,1626.193603515625,1297.93505859375,451.0553283691406,1262.6407470703125,3158.887939453125,191.79666137695312
2023-07-12,7394.8271484375,1610.95166015625,1283.2098388671875,450.2450256347656,1264.03369140625,3146.8212890625,191.69883728027344
2023-07-13,7437.26416015625,1618.991943359375,1313.8153076171875,449.958984375,1252.73046875,3224.67431640625,192.89739990234375
2023-07-14,7444.9755859375,1622.34619140625,1372.379150390625,450.81695556640625,1251.6800537109375,3392.73486328125,198.1564483642578
2023-07-17,7473.4326171875,1656.28271484375,1369.49169921875,450.2926940917969,1277.2552490234375,3370.5810546875,203.14645385742188
2023-07-18,7382.9365234375,1654.901611328125,1419.77880859375,450.4356689453125,1288.101806640625,3375.552734375,204.10043334960938
2023-07-19,7546.814453125,1662.399169921875,1419.5382080078125,456.4891357421875,1297.8753662109375,3349.682373046875,204.4673309326172
2023-07-20,7558.65478515625,1666.0,1395.04443359375,469.1680603027344,1296.303466796875,3351.85986328125,204.32057189941406
2023-07-21,7543.87890625,1653.1751708984375,1281.57373046875,467.5474853515625,1256.1751708984375,3259.916748046875,197.98524475097656
2023-07-24,7543.7294921875,1655.7894287109375,1286.385986328125,449.33935546875,1230.7669677734375,3285.515625,197.66725158691406
2023-07-25,7568.45556640625,1673.7442626953125,1284.4610595703125,440.71197509765625,1229.9754638671875,3289.773681640625,195.88160705566406
2023-07-26,7396.02099609375,1667.9237060546875,1298.1756591796875,450.1973571777344,1249.9654541015625,3279.27294921875,197.03128051757812
2023-07-27,7247.7158203125,1650.6102294921875,1302.314208984375,443.33355712890625,1238.3375244140625,3287.595947265625,195.66146850585938
2023-07-28,7344.728515625,1621.359619140625,1290.139404296875,446.5747985839844,1250.7818603515625,3247.431640625,195.07440185546875
2023-07-31,7263.83447265625,1628.955810546875,1304.768310546875,443.9532165527344,1261.3704833984375,3311.35595703125,198.1564483642578
2023-08-01,7233.3876953125,1639.8570556640625,1313.9112548828125,443.0952453613281,1243.532958984375,3340.971923828125,199.0859832763672
2023-08-02,7167.46875,1618.4000244140625,1305.8751220703125,438.6147155761719,1230.2476806640625,3329.938720703125,197.05572509765625
2023-08-03,7072.84375,1606.709716796875,1313.0452880859375,434.7538146972656,1225.076904296875,3290.548095703125,195.51470947265625
2023-08-04,7112.9921875,1629.9423828125,1326.5673828125,433.7052307128906,1241.72705078125,3332.745361328125,200.01548767089844
2023-08-07,7086.57421875,1629.0052490234375,1340.6669921875,433.6575012207031,1248.8026123046875,3371.942138671875,201.1406707763672
2023-08-08,7137.767578125,1627.6734619140625,1337.9722900390625,431.2265930175781,1241.2816162109375,3358.925048828125,203.68460083007812
2023-08-09,7089.7587890625,1628.2652587890625,1342.014404296875,437.232421875,1249.470458984375,3351.085693359375,204.39395141601562
2023-08-10,7108.166015625,1613.8126220703125,1336.91357421875,430.6546325683594,1255.037109375,3331.342041015625,204.80979919433594
2023-08-11,7025.33203125,1596.992431640625,1320.3115234375,427.7947082519531,1260.3314208984375,3337.826416015625,202.07017517089844
2023-08-14,6982.994140625,1589.1988525390625,1341.1964111328125,428.2237243652344,1275.2249755859375,3338.842529296875,203.0975341796875
2023-08-16,6946.626953125,1584.56201171875,1365.2091064453125,429.22467041015625,1274.185791015625,3347.117431640625,204.80979919433594
2023-08-17,6888.66796875,1575.7821044921875,1358.520263671875,420.4066162109375,1255.803955078125,3325.1962890625,204.2716522216797
2023-08-18,6827.82373046875,1569.3201904296875,1336.6248779296875,421.0262451171875,1265.1063232421875,3258.755126953125,201.40975952148438
2023-08-21,7012.994140625,1568.0870361328125,1352.601318359375,426.8890686035156,1255.738037109375,3292.193603515625,202.82846069335938
2023-08-22,7034.63525390625,1561.378662109375,1351.01318359375,433.0378723144531,1255.43896484375,3273.321044921875,204.05149841308594
2023-08-23,7080.9033203125,1565.22607421875,1355.055419921875,429.41534423828125,1256.8343505859375,3288.903076171875,203.14645385742188
2023-08-24,7101.79833984375,1558.0245361328125,1370.117431640625,429.8443298339844,1235.7060546875,3278.740966796875,201.89895629882812
2023-08-25,7175.47802734375,1540.4642333984375,1366.7489013671875,422.6468811035156,1230.00048828125,3272.498046875,200.4313201904297
2023-08-28,7199.4580078125,1556.495361328125,1362.4661865234375,420.7879638671875,1217.741943359375,3266.93359375,199.6240997314453
2023-08-29,7256.91943359375,1568.8763427734375,1364.3909912109375,419.54864501953125,1206.0816650390625,3267.51416015625,199.64857482910156
2023-08-30,7231.79541015625,1557.4324951171875,1381.233642578125,422.12255859375,1204.935546875,3281.837890625,199.20828247070312
2023-08-31,7127.220703125,1550.2801513671875,1381.522216796875,419.1673278808594,1199.42919921875,3248.786865234375,199.7953338623047
2023-09-01,7284.033203125,1553.4864501953125,1389.606689453125,420.45428466796875,1202.2445068359375,3270.466064453125,203.68460083007812
2023-09-04,7233.9345703125,1563.203857421875,1410.058349609375,417.0700378417969,1201.2728271484375,3308.50146484375,212.3681640625
2023-09-05,7308.4111328125,1553.683837890625,1423.33984375,422.4085693359375,1207.701171875,3319.002197265625,211.26742553710938
2023-09-06,7350.8974609375,1574.0062255859375,1421.9443359375,426.555419921875,1210.242431640625,3319.534423828125,210.01991271972656
2023-09-07,7326.4208984375,1589.1494140625,1411.1170654296875,425.07781982421875,1211.8868408203125,3344.068603515625,211.75665283203125
2023-09-08,7373.63330078125,1601.5303955078125,1414.3892822265625,421.9795837402344,1219.95947265625,3331.1484375,210.36236572265625
2023-09-11,7354.72802734375,1609.8172607421875,1420.9818115234375,426.3171081542969,1233.1148681640625,3368.6513671875,212.73507690429688
2023-09-12,7394.18017578125,1614.8485107421875,1444.7059326171875,430.0826416015625,1215.30029296875,3465.578857421875,212.80845642089844
2023-09-13,7438.5576171875,1621.7542724609375,1442.0592041015625,432.3229064941406,1221.379638671875,3453.0458984375,213.15090942382812
2023-09-14,7456.865234375,1620.7677001953125,1450.3359375,428.9386901855469,1222.5008544921875,3445.496826171875,213.51780700683594
2023-09-15,7454.7763671875,1639.36376953125,1454.8114013671875,427.4134216308594,1224.7681884765625,3482.515869140625,215.7681884765625
2023-09-18,7510.94384765625,1607.1043701171875,1435.75537109375,430.94061279296875,1214.1043701171875,3490.11279296875,213.34658813476562
2023-09-20,7501.34228515625,1542.6346435546875,1434.2635498046875,431.798583984375,1187.046142578125,3490.016357421875,210.4113006591797
2023-09-21,7446.81640625,1532.424072265625,1445.33154296875,426.6030578613281,1178.4005126953125,3469.9345703125,209.8487091064453
2023-09-22,7434.0302734375,1509.0433349609375,1439.9417724609375,422.4085693359375,1173.4921875,3487.69384765625,204.7364044189453
2023-09-25,7780.78955078125,1510.3751220703125,1418.768310546875,421.9319152832031,1166.2667236328125,3462.046142578125,202.5838623046875
2023-09-26,7831.33544921875,1516.935546875,1405.7755126953125,421.7889099121094,1167.2882080078125,3470.321044921875,201.99681091308594
2023-09-27,7798.40087890625,1506.281005859375,1411.886962890625,428.176025390625,1180.443603515625,3473.805419921875,203.34214782714844
2023-09-28,7700.34326171875,1503.1734619140625,1385.3720703125,420.16827392578125,1163.1025390625,3422.946533203125,198.30323791503906
2023-09-29,7771.73486328125,1505.738525390625,1381.522216796875,423.6478576660156,1168.5340576171875,3415.058837890625,198.6456756591797
2023-10-03,7927.8017578125,1487.734375,1380.126708984375,419.2149963378906,1155.1544189453125,3400.783203125,198.35215759277344
2023-10-04,7814.818359375,1508.9447021484375,1390.087890625,415.7354431152344,1153.1611328125,3423.914306640625,198.0830841064453
2023-10-05,7811.68408203125,1515.0611572265625,1408.4703369140625,415.6877746582031,1153.1363525390625,3473.85400390625,199.01258850097656
2023-10-06,8127.74755859375,1513.3841552734375,1423.1473388671875,421.5029296875,1155.0797119140625,3504.872314453125,199.52627563476562
2023-10-09,7987.6015625,1495.8238525390625,1420.0194091796875,419.88232421875,1145.238037109375,3521.27734375,198.425537109375
2023-10-10,8043.22216796875,1504.3079833984375,1438.9794921875,423.6478576660156,1150.2958984375,3512.131103515625,199.47735595703125
2023-10-11,8061.48046875,1518.8592529296875,1438.257568359375,427.31805419921875,1168.5589599609375,3493.742431640625,206.03282165527344
2023-10-12,7974.26806640625,1528.97119140625,1410.4432373046875,429.6536560058594,1170.7265625,3428.559814453125,204.05149841308594
2023-10-13,8011.431640625,1515.0611572265625,1377.3839111328125,427.4134216308594,1170.6767578125,3455.948974609375,201.0917510986328
2023-10-16,7995.85986328125,1508.9940185546875,1380.2711181640625,427.9853820800781,1168.0606689453125,3410.65478515625,200.67591857910156
2023-10-17,8052.5751953125,1520.437744140625,1388.25927734375,432.2752685546875,1173.6417236328125,3394.2021484375,201.26296997070312
2023-10-18,7827.255859375,1499.2767333984375,1386.4307861328125,430.5592956542969,1158.069580078125,3375.0390625,199.33058166503906
2023-10-19,7802.380859375,1494.5413818359375,1379.7899169921875,429.36767578125,1149.1746826171875,3353.109619140625,193.38661193847656
2023-10-20,7730.392578125,1502.28564453125,1373.63037109375,417.8326721191406,1145.6617431640625,3390.85546875,191.69883728027344
2023-10-23,7759.94384765625,1485.7613525390625,1355.72900390625,415.5447692871094,1127.7723388671875,3308.959716796875,187.44265747070312
2023-10-25,7656.01611328125,1476.3399658203125,1335.6463623046875,412.4942321777344,1125.15625,3289.5048828125,186.8066864013672
2023-10-26,7384.7275390625,1443.6859130859375,1325.3125,414.0671691894531,1109.484375,3237.737548828125,185.04551696777344
2023-10-27,7469.701171875,1449.3583984375,1345.6876220703125,413.49517822265625,1129.0679931640625,3251.516357421875,187.05130004882812
2023-10-30,7465.57177734375,1465.093505859375,1342.4705810546875,410.34930419921875,1152.3389892578125,3278.297607421875,186.8800506591797
2023-10-31,7455.2236328125,1456.609375,1334.037841796875,408.3949890136719,1140.08056640625,3268.78857421875,186.78221130371094
2023-11-01,7434.57763671875,1454.6363525390625,1320.1456298828125,408.1090393066406,1144.814453125,3231.819091796875,186.36639404296875
2023-11-02,7411.8916015625,1456.85595703125,1335.743896484375,411.0166015625,1156.1759033203125,3260.395263671875,187.68727111816406
2023-11-03,7374.47900390625,1463.76171875,1354.1693115234375,413.01849365234375,1155.9267578125,3251.4677734375,187.6383514404297
2023-11-06,7524.27685546875,1474.3668212890625,1368.0615234375,415.0204772949219,1165.544189453125,3279.947265625,188.17648315429688
2023-11-07,7458.1591796875,1467.2144775390625,1369.0362548828125,412.4942321777344,1157.9698486328125,3270.437744140625,187.5160369873047
2023-11-08,7422.6875,1471.4566650390625,1356.0703125,416.5457458496094,1163.9993896484375,3281.208740234375,186.97792053222656
2023-11-09,7349.80322265625,1465.6361083984375,1340.277099609375,414.1148376464844,1151.3673095703125,3248.1201171875,186.31747436523438
2023-11-10,7407.61279296875,1471.4072265625,1334.4764404296875,416.1643981933594,1153.534912109375,3234.535888671875,185.55917358398438
2023-11-13,7324.08251953125,1468.74365234375,1339.0584716796875,415.6401062011719,1153.385498046875,3232.6923828125,186.70883178710938
2023-11-15,7188.2138671875,1484.133544921875,1375.08056640625,421.312255859375,1174.2396240234375,3303.283447265625,191.60098266601562
2023-11-16,7325.67431640625,1488.0302734375,1408.6168212890625,418.1663818359375,1176.357421875,3394.0576171875,194.2672119140625
2023-11-17,7184.9306640625,1484.8240966796875,1401.451416015625,418.7383117675781,1173.7911376953125,3398.52099609375,193.43553161621094
2023-11-20,7033.2919921875,1484.9227294921875,1400.525146484375,416.4027404785156,1170.70166015625,3415.162353515625,195.78378295898438
